Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set
ja4015666_si_002	2740.491	0.28113062238765085	2927.826477	9.72	2975.19	35.4272673081	80000.0	3029.4706529571704	10.544813062957346	Training
ja406030p008	2635.268	0.2417173485765988	2580.1607050000002	11.44	2737.6623	35.0495847686	100000.0	2997.1741125664303	13.733180555694155	Training
ja406030p_si_005	2656.6540000000005	0.08466174355921863	2597.400132	10.96	2930.04	34.403102264699996	100000.0	2941.891842099932	10.736732826327087	Training
ja5131269_si_003	2940.295	0.014851878411389463	2968.38344	10.6	3179.83	37.8418252911	90000.0	3235.9453010226594	10.055123755359896	Training
ja809985t_si_002	3815.186	0.18154041609561955	5946.638657	22.66	4372.26	74.3130642784	100000.0	6354.688477800252	66.56300578268667	Training
JEJWEB	3406.777	0.2269682862672311	4127.148403	10.8	4020.52	51.611651968500006	90000.0	4413.43622779116	29.548726781681324	Training
JEJWOL	2993.0370000000007	0.3796819116854748	3159.277828	9.56	3268.22	40.8507629286	80000.0	3493.2467798556145	16.712448922469505	Training
KEFBII	2466.731	0.40660776780991104	2515.660231	11.81	3005.86	32.6412511746	80000.0	2791.2317269428645	13.155091777046799	Training
KEQDER	3508.54	0.3593283712400053	3812.688464	13.24	4109.39	48.422042878	90000.0	4140.685099400687	18.017326278186577	Training
KIJRUS	2698.413	0.33657935369865755	2651.705014	12.0	3173.78	33.723316118	80000.0	2883.7616972088626	6.868803893579768	Training
LEJCIO	4758.785	0.440524127203008	7094.994613	18.13	5263.27	94.52615665569999	90000.0	8083.15851840488	69.85761110041491	Training
LETRIN	961.827	0.3218512513884345	908.363825	6.76	819.058	11.4063132235	60000.0	975.3812188932213	1.4092158873915301	Training
LOQSIU	1240.573	0.2774873347779988	1167.984072	10.01	1199.14	15.0646813003	100000.0	1288.2170532237735	3.8404876797877607	Training
LOVVEZ	873.837	0.3926871577522786	798.635545	6.83	894.373	10.2375089679	100000.0	875.4339618666519	0.18275283223895253	Training
LURRIA	3352.983	0.3882578309268423	5776.314412	22.34	4574.59	74.2759345504	90000.0	6351.513425647625	89.42873929416358	Training
LUXFEQ	1600.7120000000002	0.3795243690207458	1703.6341129999998	19.42	1752.58383	24.371965844600002	90000.0	2084.1052920897732	30.198642359760715	Training
MATTOR	832.783	0.036918469400398564	805.3380080000001	5.38	372.7533	9.7515376814	50000.0	833.8773908269494	0.13141368483138982	Training
MEJZEI	404.559	0.4327226581087181	353.853913	5.02	128.882	4.7681959786000006	80000.0	407.73988180043466	0.7862590624444478	Training
MIBQAR16	3441.932	0.02023795528922168	3780.5290200000004	15.0	3634.4	51.16265866689999	90000.0	4375.041732987419	27.110057171013818	Training
NAKLIW	1300.204	0.07143796825889215	1246.549001	4.86	754.732	15.214656689000002	70000.0	1301.0418086524435	0.06443670781227619	Training
NATXOW	374.843	0.20370788365224834	364.489039	6.01	307.092	4.3869836381	90000.0	375.14149965466237	0.07963324769632903	Training
NAZBAT	1340.309	0.4193988113668239	1259.057648	6.73	1245.557	16.080338361600006	30000.0	1375.068326112484	2.5933815345927047	Training
NERNON	937.968	0.05269622993079592	842.9022769999999	6.04	689.4010000000001	11.023884339	90000.0	942.6788071503036	0.5022353801306222	Training
OCIZIL	386.399	0.3026601527517937	373.633735	4.38	146.658	4.5233922727	35000.0	386.80612938003145	0.1053650190687474	Training
OKABEI	2823.827	0.07212859505318958	3195.1679440000003	13.33	3061.21	41.4674779347	80000.0	3545.9835601432396	25.57368281212834	Training
OLOKEF	698.0939999999998	0.004128376452375959	697.499084	4.09	151.40200000000002	8.1710254917	60000.0	698.724000256447	0.09024576295558293	Training
OQIRAI	497.027	0.17228723988585004	377.925933	5.65	321.51599999999996	6.1761219885	90000.0	528.1350139294074	6.2588177160209355	Training
OWITAQ	2886.713	0.3206956674741627	2798.005352	7.13	4776.25	35.953689599200004	90000.0	3074.4862864826305	6.504743855126238	Training
OWITOE	2905.441	0.3474223039351392	2958.607672	7.14	4829.1	36.075532520100005	90000.0	3084.9053670717994	6.176837425774595	Training
PAVLUU	895.518	0.39515330486278577	882.7526330000001	4.53	400.416	10.47681779	60000.0	895.8978335855958	0.04241495822482044	Training
PEWLUA	3291.015	0.11838728250236785	3542.570885	17.62	3648.66	46.4421404708	80000.0	3971.3788927952373	20.67337562409279	Training
PODKUQ	4344.277	0.41534116590941694	4884.811921	22.27	4746.36	68.9548538638	100000.0	5896.49504554281	35.73018123712668	Training
PODXIR	693.5980000000002	0.2737953686410109	649.702271	5.75	765.163	8.233377562000001	60000.0	704.0558754327689	1.5077718552776496	Training
PUSXIL01	1015.14	0.1712276621895319	927.120075	6.64	986.716	11.9002970924	90000.0	1017.6229650841457	0.24459336487043065	Training
QIYDIN	6732.121	0.4162653196135737	9225.997902	29.91	6820.06	165.9169071932	100000.0	14187.952934667794	110.75011775141583	Training
QUBZIX	2643.734000000001	0.3422754028838757	2584.007291	7.48	3338.51	32.0515149232	80000.0	2740.801964718648	3.671623723061664	Training
QUFTAM	532.495	0.02582014551760736	494.258468	4.84	348.725	6.236651501	70000.0	533.3110378141123	0.1532479768096023	Training
RAVVOA02	382.4980000000001	0.09797641646844024	375.032848	4.55	189.69400000000002	4.4746969525	35000.0	382.642075680961	0.03766704164751073	Training
RAVWAO	2578.173	0.3663712204789297	2964.026369	16.94	2595.33	46.9638814666	100000.0	4015.994217524485	55.76899678665805	Training
RAVXIX	2915.243	0.4124710943205475	3237.155069	52.64	2989.21	126.1331445876	100000.0	10785.947913232685	269.9845231849518	Training
RAVXOD	3421.135	0.3203406560191454	3651.177061	71.64119000000001	3273.75	171.24074744950002	100000.0	14643.207292200623	328.0219077060865	Training
RAYLUA	871.327	0.053117660203735984	823.696415	6.37	891.436	10.2999850004	90000.0	880.7764373482049	1.0844880679934081	Training
RAYMOV	4145.727	0.3094674552265725	5483.649762	13.27	4851.33	68.6924717882	90000.0	5874.058124541272	41.68945819493837	Training
REBCAE	1504.677	0.4522689803067883	1459.01121	10.18	1423.757	19.0112607691	90000.0	1625.6985353915868	8.043024209952494	Training
REGXOS	1546.167	0.027058308899918337	1743.542129	19.12	1504.46	22.405570544899998	80000.0	1915.9541106637064	23.91637582898267	Training
REPCIZ	1645.338	0.3655120537809985	1614.021858	8.59	1826.42	21.3620236087	90000.0	1826.7179076365978	11.02386911604776	Training
REWLEM	2576.351	0.4026089098444244	2593.6711370000003	12.25	2774.62	33.226868976700004	90000.0	2841.3093106831616	10.284247398089835	Training
REWNEO01	3259.3520000000008	0.209875960472704	3502.7087590000006	18.35	3615.22	45.5368222354	80000.0	3893.962957722419	19.47046399782589	Training
SARNOQ	1267.272	0.3727291856116026	1186.794775	8.89	1375.18	15.5253981957	80000.0	1327.6140606699764	4.761571365103663	Training
